customer_id,age,gender,location,income_level,tenure,call_duration,num_calls,complaints,satisfaction_score,support_tickets,purchase_history,avg_purchase_value,total_spent,last_purchase_date,preferred_category,discount_usage,website_visits,click_through_rate,email_opens,ad_clicks,upsell_accepted
CUST1201,50,Other,Jamiechester,Low,18,6.73,1,2,2,0,34,1950,43511,2025-06-11,Services,17,2,0.8,8,3,0
CUST1202,68,Other,Jorgeside,High,86,4.12,4,3,4,1,40,350,8190,2023-11-15,Electronics,11,95,0.29,16,2,0
CUST1203,26,Female,East Adam,Medium,10,5.36,7,2,7,1,23,2255,17285,2023-12-19,Services,12,37,0.87,15,11,0
CUST1204,39,Male,Breannaport,High,73,3.76,0,0,7,0,27,4219,6037,2025-06-02,Home,0,45,0.86,18,12,1
CUST1205,56,Male,Heathershire,High,99,5.36,1,2,10,3,7,3202,29809,2025-01-24,Electronics,12,36,0.95,15,10,0
CUST1206,51,Male,Wallerstad,Medium,86,6.07,5,2,9,1,11,3055,41998,2024-05-02,Grocery,3,88,0.95,32,12,1
CUST1207,55,Female,Roblesborough,High,112,4.9,3,1,7,2,47,2730,36290,2025-09-11,Electronics,19,17,0.73,29,4,1
CUST1208,26,Female,East Jonathan,Medium,54,5.46,3,3,6,0,26,4013,26088,2024-11-16,Fashion,4,62,0.8,21,23,1
CUST1209,53,Female,Watsonberg,Medium,64,0.74,6,0,5,3,0,1547,31648,2025-08-27,Grocery,18,33,0.92,30,26,1
CUST1210,55,Female,West Nathanbury,Medium,3,7.08,3,1,3,3,45,2065,37416,2024-12-08,Fashion,3,68,0.08,7,16,1
CUST1211,27,Other,North Richard,Medium,50,3.4,4,0,9,0,41,2484,42900,2023-09-29,Fashion,8,20,0.7,1,5,0
CUST1212,24,Male,Port Samuel,Low,23,7.7,5,0,4,2,20,4392,3194,2024-11-27,Fashion,14,98,0.05,29,19,0
CUST1213,41,Female,Kennethtown,Medium,107,3.18,3,3,9,2,19,674,3275,2025-01-05,Fashion,14,29,0.34,18,29,1
CUST1214,63,Female,Wernerport,Medium,92,1.96,7,1,5,2,37,3058,39047,2023-09-21,Grocery,7,84,0.33,14,17,1
CUST1215,44,Female,Jenniferside,Medium,23,8.45,3,0,4,5,9,3037,15895,2024-03-16,Grocery,3,60,0.0,46,24,1
CUST1216,37,Male,North Alexandra,Medium,99,4.25,3,1,6,3,34,2718,30742,2024-03-21,Services,12,57,0.93,5,21,1
CUST1217,18,Female,Shawnshire,Low,57,6.95,2,2,4,3,23,2103,37804,2024-06-04,Home,13,72,0.41,5,3,1
CUST1218,28,Female,Port Davidport,Medium,33,7.09,1,0,9,1,15,488,4866,2023-09-24,Services,0,1,0.55,10,5,0
CUST1219,48,Female,Port Regina,Low,26,3.32,4,0,5,0,17,4571,31692,2024-06-27,Grocery,15,78,0.6,25,10,0
CUST1220,66,Male,New Dakota,Medium,77,1.33,1,0,1,1,32,740,21422,2024-12-04,Services,9,58,0.31,32,9,0
CUST1221,19,Male,South Joelstad,Medium,78,1.23,3,0,8,1,46,2317,27395,2024-06-10,Electronics,15,85,0.35,41,7,1
CUST1222,69,Male,South Megan,Medium,1,3.4,3,0,4,6,16,1463,49668,2024-05-11,Electronics,6,47,0.37,9,14,0
CUST1223,21,Male,East Calvin,High,99,7.44,1,1,5,0,20,410,17245,2024-10-20,Services,19,66,0.01,24,13,0
CUST1224,52,Male,Shirleyton,Medium,81,4.71,4,3,8,3,44,3265,12886,2024-08-05,Services,9,87,0.33,48,19,1
CUST1225,48,Male,Goldenview,Medium,31,6.27,3,4,5,1,30,2722,39969,2024-10-16,Grocery,6,67,0.43,24,3,0
CUST1226,40,Male,Alexandratown,High,59,4.37,1,1,1,1,17,4271,2099,2024-08-26,Services,9,8,0.34,0,28,1
CUST1227,44,Female,North Mark,Medium,109,4.88,6,2,3,0,29,3780,40603,2025-06-26,Electronics,15,64,0.99,2,21,1
CUST1228,58,Female,Penningtontown,Medium,88,7.72,8,2,2,1,23,4110,15146,2023-12-25,Electronics,1,56,0.92,1,25,0
CUST1229,67,Female,Lake Martha,Medium,66,4.32,3,0,5,4,41,3058,31091,2024-07-27,Home,19,14,0.18,2,6,0
CUST1230,32,Female,Lake Cynthia,Low,35,3.03,3,1,9,1,5,465,26561,2025-07-19,Home,1,43,0.89,9,16,1
CUST1231,64,Male,Longville,Low,65,5.57,2,2,7,2,21,1504,27722,2024-01-02,Services,18,92,0.1,23,21,0
CUST1232,42,Female,East Diane,Low,110,6.39,5,2,8,2,46,2017,39726,2024-10-21,Home,12,28,0.26,48,3,1
CUST1233,41,Female,North Joseph,High,103,4.52,6,0,7,0,45,993,17276,2025-05-15,Fashion,0,52,0.6,6,17,0
CUST1234,56,Male,Port Robinbury,Medium,74,6.55,1,1,5,4,14,4780,2145,2024-08-18,Home,16,68,0.51,23,9,0
CUST1235,32,Female,Omarport,Low,21,5.88,0,2,10,1,10,2203,49871,2024-12-25,Grocery,8,53,0.21,44,12,1
CUST1236,20,Other,Lake Jacob,High,20,4.67,6,4,7,3,11,4613,21903,2025-09-05,Electronics,13,67,0.11,1,20,1
CUST1237,25,Female,Lake Sonia,High,28,3.72,3,0,4,1,15,3594,29791,2025-05-21,Fashion,13,76,0.98,13,22,1
CUST1238,61,Male,Jesseborough,Medium,106,5.83,3,0,4,1,33,1937,3111,2024-11-25,Fashion,16,77,0.47,36,12,0
CUST1239,26,Male,Lake Ericchester,Low,95,5.16,5,0,7,2,3,4505,44489,2024-10-13,Electronics,16,48,0.47,16,11,1
CUST1240,69,Female,Port Elizabethberg,Medium,42,3.9,2,1,8,1,29,3671,47159,2024-03-20,Home,19,26,0.41,33,2,0
CUST1241,46,Male,Amandaport,Medium,81,7.57,0,1,2,2,42,404,25951,2025-07-23,Home,5,67,0.93,29,10,0
CUST1242,23,Female,New Joshuashire,Low,12,3.04,2,2,1,2,35,2447,33349,2024-09-16,Electronics,4,41,0.99,34,24,0
CUST1243,24,Male,Jacksonport,Medium,61,4.24,7,1,7,5,28,4871,9979,2024-12-17,Services,14,59,0.96,33,15,0
CUST1244,32,Female,Deborahhaven,Medium,97,7.24,2,1,10,2,12,985,28756,2024-04-25,Fashion,10,51,0.5,39,14,1
CUST1245,55,Male,Scottland,High,118,5.17,2,1,1,4,36,3150,28476,2024-10-30,Electronics,16,63,0.64,3,28,0
CUST1246,25,Female,Amandaside,Medium,49,2.34,3,2,4,0,23,4214,22116,2025-02-04,Grocery,13,3,0.18,47,9,1
CUST1247,49,Female,Port Breannaborough,Low,109,3.79,1,1,6,0,17,3822,31101,2024-11-23,Services,16,54,0.65,37,9,1
CUST1248,27,Male,West Roberthaven,Low,73,3.79,3,3,6,2,36,954,49714,2024-05-03,Fashion,1,42,0.32,2,3,0
CUST1249,59,Male,Brendanbury,Medium,91,5.2,3,0,8,3,26,858,47087,2024-09-05,Grocery,16,70,0.19,44,27,1
CUST1250,52,Male,Ryanhaven,High,35,0.47,2,1,6,0,44,4434,1962,2023-11-27,Grocery,11,85,0.45,24,12,0
CUST1251,51,Female,Dakotaview,Medium,107,5.09,1,1,4,1,1,955,21753,2024-08-16,Electronics,0,9,0.9,26,2,0
CUST1252,33,Female,Martinside,High,68,3.28,5,0,2,2,26,1925,36394,2025-01-16,Fashion,0,18,0.81,26,6,0
CUST1253,51,Female,Matthewmouth,Medium,99,6.13,3,0,5,0,44,1154,17437,2024-01-10,Fashion,11,19,0.99,29,10,0
CUST1254,21,Male,Abigailshire,Low,99,4.49,3,1,6,3,30,4701,19749,2024-04-16,Services,16,7,0.31,10,27,1
CUST1255,54,Female,Crystalside,Low,40,4.57,2,1,9,1,39,4280,13773,2025-02-11,Fashion,7,58,0.92,47,10,1
CUST1256,56,Female,New Nicoleville,High,14,5.99,1,1,6,0,39,2615,40552,2024-09-16,Home,19,92,0.61,16,12,1
CUST1257,33,Male,West Gavinfurt,Medium,92,-0.04,2,1,4,2,28,2434,38058,2025-05-04,Grocery,17,88,0.49,38,26,0
CUST1258,61,Female,Shaunshire,High,35,3.05,6,1,6,2,22,1360,26528,2024-03-29,Home,18,61,0.89,26,0,1
CUST1259,59,Male,West Jessicaport,High,46,6.3,3,0,8,1,33,3938,24731,2025-01-11,Home,9,49,0.4,13,16,1
CUST1260,55,Male,Lake Shane,High,109,5.16,5,0,4,1,2,1273,10370,2025-01-22,Grocery,10,30,0.46,43,24,0
CUST1261,46,Female,Esparzatown,Medium,87,3.55,6,2,7,2,17,2401,33260,2025-03-08,Fashion,14,92,0.3,42,21,0
CUST1262,51,Male,Huberborough,Low,115,7.92,2,3,2,0,39,3669,49949,2024-07-17,Services,16,92,0.09,20,23,1
CUST1263,37,Female,Port Gailbury,High,79,2.9,0,0,4,2,29,3447,10876,2024-04-17,Services,17,9,0.55,26,13,1
CUST1264,45,Male,Douglasstad,Medium,91,6.93,2,1,6,3,39,1462,19326,2025-06-26,Grocery,3,45,0.96,36,27,0
CUST1265,27,Female,Jerrychester,Low,32,8.72,4,0,6,2,8,3025,42213,2025-05-31,Home,2,22,0.64,19,21,0
CUST1266,35,Male,Smithmouth,High,32,3.95,2,2,10,2,35,898,41257,2025-08-26,Services,15,18,0.93,23,14,1
CUST1267,58,Female,Josephfurt,Medium,78,7.11,2,0,8,1,42,585,4177,2023-10-03,Electronics,7,41,0.04,0,29,0
CUST1268,54,Male,Whitneyburgh,Low,27,4.05,5,2,2,0,32,4839,15676,2025-03-30,Electronics,13,18,0.21,26,6,1
CUST1269,45,Female,Harringtonburgh,Low,16,7.12,1,2,1,1,46,4999,40150,2025-05-22,Services,1,57,0.87,11,11,1
CUST1270,62,Female,Kristinaton,Low,15,1.39,2,1,5,0,38,4470,44692,2024-08-22,Grocery,0,16,0.44,41,17,0
CUST1271,52,Female,Lake Amy,High,64,3.96,7,1,10,2,33,1108,41575,2023-12-20,Fashion,4,29,0.77,48,28,1
CUST1272,20,Male,Dodsonmouth,Medium,77,5.86,3,0,9,2,38,1880,44085,2025-07-12,Fashion,12,46,0.2,46,3,0
CUST1273,37,Male,Tammyside,Medium,96,7.67,3,0,3,0,38,341,25759,2023-12-13,Services,13,6,0.52,6,6,0
CUST1274,29,Male,Pricetown,High,75,6.2,3,0,3,5,13,452,21036,2025-03-07,Home,4,93,0.46,6,26,0
CUST1275,58,Male,East Kathy,Medium,95,3.11,1,0,7,0,28,744,22411,2024-10-15,Electronics,6,89,0.09,6,10,1
CUST1276,65,Female,Cobbborough,Low,60,6.29,2,0,8,2,12,2474,45693,2024-06-04,Home,1,40,0.37,23,6,1
CUST1277,20,Female,Thomaston,Medium,56,6.16,3,2,3,2,13,4165,34581,2025-04-16,Home,18,56,0.3,49,8,0
CUST1278,21,Female,North Michael,Low,112,5.82,2,1,6,1,21,854,47374,2025-05-02,Services,8,40,0.47,12,26,1
CUST1279,44,Male,Davidland,Medium,69,4.27,0,1,3,1,21,1731,26827,2024-12-13,Electronics,2,31,0.38,7,13,1
CUST1280,35,Male,Port Elizabeth,Medium,14,6.27,0,2,5,0,31,851,15662,2024-09-25,Home,14,84,0.97,30,28,0
CUST1281,37,Female,West Chris,High,52,6.77,8,1,6,4,21,4253,18786,2024-04-23,Services,19,5,0.67,14,12,0
CUST1282,50,Male,North Cheryl,Medium,9,5.81,2,0,9,1,16,1183,49205,2024-03-05,Electronics,17,77,0.43,42,17,1
CUST1283,68,Female,Lake Garychester,Medium,95,5.63,3,0,6,0,12,2394,17075,2025-05-19,Electronics,14,64,0.76,0,1,1
CUST1284,69,Male,Port Joannaside,Low,49,9.49,7,3,9,2,28,872,24741,2024-08-22,Services,19,21,0.36,19,19,0
CUST1285,61,Female,New Shelly,Medium,78,1.74,5,0,5,0,33,682,8411,2024-10-30,Home,17,98,0.57,48,6,0
CUST1286,61,Female,North Rayburgh,High,110,5.82,2,0,8,0,45,2248,47046,2023-10-23,Electronics,7,23,0.76,9,28,1
CUST1287,30,Male,East David,Medium,12,3.75,4,0,8,2,9,775,47579,2025-04-01,Electronics,17,23,0.5,33,27,0
CUST1288,31,Male,Hoodmouth,Low,49,4.16,1,0,7,0,25,2092,32181,2024-10-03,Fashion,5,20,0.58,12,5,0
CUST1289,55,Male,North Howardchester,Low,22,6.01,7,1,1,1,22,1405,19004,2024-12-15,Fashion,12,78,0.34,23,4,0
CUST1290,59,Male,Emilyfort,Medium,15,6.19,2,0,10,5,2,1215,48764,2024-08-09,Home,16,50,0.44,2,14,1
CUST1291,38,Female,East Ericaberg,Low,96,6.42,4,2,10,1,22,2986,25086,2025-05-30,Electronics,14,97,0.74,24,21,1
CUST1292,30,Male,New Peter,Medium,100,7.32,4,1,4,3,45,1484,31677,2023-10-27,Home,7,69,0.9,16,24,1
CUST1293,36,Female,Marshfurt,Medium,25,5.23,3,1,3,2,46,657,36977,2023-09-13,Services,7,28,0.65,0,27,0
CUST1294,55,Other,Jamestown,Low,9,5.24,3,0,8,2,18,4556,12660,2024-10-07,Electronics,19,80,0.6,45,10,0
CUST1295,60,Male,Brendashire,High,68,6.18,6,2,6,2,46,4446,38685,2024-04-25,Electronics,19,92,0.28,22,28,1
CUST1296,59,Other,Whitakermouth,Medium,36,7.03,4,3,8,1,46,4938,23128,2024-01-03,Home,0,92,0.5,17,25,1
CUST1297,48,Female,Kevinshire,Medium,41,9.55,1,4,1,1,1,4341,21545,2024-03-07,Home,14,12,0.44,9,12,0
CUST1298,42,Male,Delgadoview,Medium,10,3.01,5,1,5,6,35,3744,19346,2023-12-17,Grocery,4,58,0.51,44,22,1
CUST1299,53,Male,Jeffreyview,Medium,39,4.92,3,1,4,2,25,3065,30116,2024-02-04,Grocery,18,11,0.11,21,8,0
CUST1300,39,Female,New Keithside,Medium,31,5.95,4,0,1,3,20,2863,27109,2025-05-21,Electronics,15,67,0.69,37,18,1
CUST1301,48,Male,Port Kristinahaven,Low,45,3.09,4,1,5,2,46,4088,38913,2023-11-03,Services,0,77,0.77,6,9,1
CUST1302,67,Male,Josephbury,Medium,29,3.3,3,2,9,1,34,3537,17176,2025-02-24,Home,13,17,0.6,8,6,1
CUST1303,23,Male,Jacksonborough,Medium,89,4.55,5,1,1,5,4,2031,9253,2025-07-30,Home,4,11,0.43,22,15,0
CUST1304,54,Male,Lake Richardbury,Low,113,5.14,1,2,9,3,27,2411,40511,2024-03-28,Services,18,94,0.41,42,17,1
CUST1305,26,Female,Allenton,Medium,101,5.51,1,1,3,3,41,2443,41539,2024-05-02,Electronics,2,58,0.01,14,17,1
CUST1306,25,Female,East Garrett,Medium,76,6.02,1,0,2,2,14,4019,41566,2025-04-08,Grocery,17,55,0.28,7,8,0
CUST1307,47,Female,Jeffreyfort,Medium,20,4.93,6,2,1,1,11,435,24215,2024-11-11,Services,2,89,0.56,25,17,1
CUST1308,28,Male,Harrisonshire,Low,89,1.68,0,3,4,1,46,4592,29108,2024-07-24,Services,6,98,0.09,18,22,0
CUST1309,42,Male,Mikeshire,High,103,3.29,2,0,7,1,41,4760,44616,2024-07-13,Services,12,80,0.4,15,8,1
CUST1310,50,Female,North Ashley,Medium,80,3.43,4,1,9,1,3,2837,4622,2024-12-15,Electronics,11,99,0.72,32,14,0
CUST1311,22,Female,North Lindaport,Low,109,8.08,4,2,5,1,12,910,49334,2024-03-23,Grocery,6,3,0.57,43,0,0
CUST1312,63,Female,Gomeztown,Low,49,1.72,2,1,5,3,0,197,43318,2025-05-01,Fashion,11,16,0.34,48,14,1
CUST1313,20,Male,New Jordanport,Medium,95,2.96,3,0,10,4,43,2250,1759,2023-12-17,Fashion,5,11,0.2,13,15,0
CUST1314,36,Female,East Mariechester,Medium,105,6.41,0,0,1,2,49,2582,1047,2025-08-22,Electronics,16,58,0.97,6,9,0
CUST1315,37,Female,Walkermouth,Medium,43,5.17,5,0,6,0,18,1944,43232,2023-12-19,Services,13,81,0.14,15,3,1
CUST1316,18,Female,West Toddstad,Low,26,4.93,3,2,5,3,23,1414,7206,2024-02-15,Electronics,7,45,0.71,32,5,0
CUST1317,29,Male,New Rebeccaberg,Medium,48,7.96,5,0,3,4,18,4907,44569,2023-09-29,Electronics,13,20,0.31,18,25,0
CUST1318,24,Female,Warnerview,Low,99,2.19,2,2,10,3,7,2260,28372,2024-05-08,Home,14,47,0.66,24,2,1
CUST1319,59,Male,Debraport,Medium,65,3.21,5,0,9,0,33,3375,42993,2024-04-23,Grocery,7,38,0.43,1,11,1
CUST1320,45,Female,Matthewburgh,Medium,75,5.95,4,1,7,0,21,324,28241,2024-02-07,Grocery,15,17,0.26,17,24,0
CUST1321,50,Male,West Oscarfort,High,60,3.12,2,3,5,1,25,4227,15244,2024-04-03,Fashion,11,93,0.79,1,0,0
CUST1322,44,Female,Quinnstad,Medium,75,6.29,2,0,10,3,12,4682,23446,2024-01-29,Electronics,19,17,0.19,45,14,1
CUST1323,53,Female,Chadhaven,Low,1,1.87,1,0,4,1,6,3181,30479,2025-07-27,Home,19,57,0.32,15,21,0
CUST1324,68,Male,West Jade,Low,94,4.36,3,2,4,1,25,3151,41665,2024-04-29,Home,19,14,0.63,21,13,0
CUST1325,30,Female,North Amanda,Medium,72,3.29,2,1,4,0,31,1403,34596,2025-08-25,Services,4,85,0.19,43,4,0
CUST1326,38,Male,West Elizabeth,Medium,83,1.8,3,0,6,1,20,1762,16936,2024-06-19,Grocery,14,53,0.85,34,1,0
CUST1327,31,Male,Matthewbury,Medium,4,5.46,1,0,3,4,35,4062,22622,2024-07-26,Home,4,4,0.22,47,24,0
CUST1328,50,Male,Leslieborough,High,54,3.97,3,0,10,2,5,2552,7937,2024-03-20,Electronics,7,86,0.13,15,11,0
CUST1329,41,Female,Lake Meganport,Medium,2,4.37,3,1,9,1,27,1139,27257,2023-11-13,Fashion,18,44,0.2,21,18,0
CUST1330,41,Male,Lake Gregoryberg,High,45,2.44,1,0,9,1,43,688,27094,2025-09-03,Services,6,24,0.53,41,17,0
CUST1331,38,Female,Webstershire,Low,116,2.9,0,0,10,0,19,1464,44429,2024-07-28,Electronics,8,66,0.83,0,27,1
CUST1332,21,Male,Shaneborough,Low,105,3.92,5,0,4,4,0,772,5816,2023-10-25,Fashion,11,82,0.72,8,26,0
CUST1333,52,Other,New Jennifermouth,High,77,5.3,3,0,2,4,27,757,39951,2024-01-16,Grocery,10,14,0.71,18,24,0
CUST1334,24,Male,Lake Catherineview,High,58,3.75,3,0,5,5,38,1663,4782,2025-02-10,Grocery,11,41,0.63,8,9,0
CUST1335,67,Male,West Jerry,High,91,3.2,5,1,1,4,5,4501,2290,2025-06-01,Electronics,17,98,0.53,11,13,0
CUST1336,21,Female,South Tyrone,Medium,16,3.89,0,1,9,7,23,3839,13756,2024-10-22,Services,7,71,0.92,35,17,1
CUST1337,23,Male,South Michaelhaven,Medium,89,5.25,5,1,2,3,20,4689,37715,2024-08-15,Electronics,8,40,0.02,42,13,0
CUST1338,31,Female,Delacruzmouth,Low,78,9.22,2,1,7,4,26,1521,21456,2024-08-30,Grocery,11,6,0.55,15,10,1
CUST1339,62,Male,Meredithtown,High,43,5.34,2,1,2,1,23,583,21371,2024-12-30,Services,4,25,0.2,40,8,0
CUST1340,21,Male,North Michael,Low,57,0.31,2,2,6,3,27,2109,15063,2024-04-25,Services,17,60,0.0,2,18,1
CUST1341,62,Male,New Catherinebury,High,18,4.8,5,1,3,2,5,4363,33085,2024-12-27,Grocery,4,52,0.8,49,12,0
CUST1342,27,Female,West Lisaview,Medium,98,2.7,1,2,4,0,10,3194,49772,2025-05-19,Services,18,3,0.62,45,15,1
CUST1343,65,Female,North Brianaland,Medium,12,4.47,4,0,2,2,22,433,18649,2024-09-24,Services,12,12,0.8,3,1,0
CUST1344,66,Male,New Karen,Medium,67,6.82,2,2,4,2,5,4357,38248,2023-10-21,Electronics,4,7,0.61,3,28,1
CUST1345,62,Female,Richardborough,Medium,30,1.97,3,2,8,3,43,1822,42313,2024-03-06,Grocery,9,13,0.76,22,5,1
CUST1346,47,Female,West Josehaven,Medium,91,0.61,3,0,7,0,27,947,16937,2024-03-26,Fashion,1,6,0.13,37,20,1
CUST1347,52,Female,South Jennifertown,Medium,47,3.82,2,1,3,4,5,4320,27661,2023-12-08,Electronics,6,53,0.48,43,20,0
CUST1348,38,Female,Turnerside,Medium,70,3.55,3,4,1,3,26,3432,5965,2025-02-17,Services,3,74,0.93,37,22,0
CUST1349,39,Male,West Christopherhaven,Low,103,7.08,5,1,9,2,17,2937,41726,2023-10-16,Services,6,61,0.68,17,27,1
CUST1350,67,Female,Weaverville,Medium,35,4.92,3,1,8,2,0,2367,9373,2024-09-27,Home,17,20,0.82,47,14,0
CUST1351,38,Male,Meganbury,High,64,2.53,6,3,2,1,27,1197,37299,2024-04-30,Home,8,83,0.15,28,27,0
CUST1352,43,Male,Burnsfort,High,63,1.15,3,1,5,3,17,328,20241,2023-11-10,Services,18,92,0.88,9,16,1
CUST1353,46,Female,Evansview,Low,82,3.42,2,0,10,3,44,4695,36340,2025-02-04,Fashion,10,55,0.15,10,22,1
CUST1354,48,Female,Ingramfort,Medium,48,6.4,2,2,5,1,31,2487,29088,2025-06-29,Grocery,14,43,0.53,27,28,0
CUST1355,26,Female,North Erica,Low,51,5.33,5,0,1,1,23,4070,13109,2024-07-01,Grocery,19,91,0.38,38,25,0
CUST1356,50,Female,Masseytown,Medium,33,9.71,4,2,6,1,26,2269,38581,2023-10-11,Grocery,17,71,0.13,9,29,1
CUST1357,64,Male,New Leslieview,Low,3,1.55,0,2,10,1,18,4469,39062,2023-11-01,Electronics,15,28,0.92,16,10,1
CUST1358,39,Other,North Maryton,Low,29,6.71,4,0,2,1,36,4806,17102,2023-12-03,Electronics,11,22,0.49,15,4,1
CUST1359,25,Male,Barbarachester,High,30,3.78,1,1,9,2,23,4204,28975,2024-02-19,Electronics,9,34,0.3,12,14,1
CUST1360,48,Male,East Margaret,Medium,19,4.18,1,1,10,2,34,1679,35376,2024-12-02,Fashion,0,36,0.93,8,11,0
CUST1361,31,Male,West Ian,Low,106,5.16,2,2,6,1,5,847,13452,2025-08-22,Grocery,0,17,0.88,46,19,0
CUST1362,37,Male,Daviston,Low,97,7.05,3,1,10,2,36,2118,21968,2024-12-25,Home,6,31,0.1,7,18,1
CUST1363,44,Female,East Zacharyland,Medium,84,3.75,2,1,3,1,28,3979,29857,2024-09-30,Fashion,4,12,0.76,20,26,0
CUST1364,32,Female,South Angela,Medium,5,3.92,2,1,3,2,6,3172,26103,2025-08-02,Fashion,5,50,0.99,31,22,0
CUST1365,47,Male,Mcclainshire,High,1,5.43,4,1,7,3,33,2066,3858,2024-04-11,Services,13,11,0.17,3,3,0
CUST1366,21,Male,Janetfort,Low,119,8.6,4,0,9,2,41,3866,3913,2024-07-28,Services,12,31,0.54,5,7,0
CUST1367,39,Male,Alantown,Low,96,2.53,3,2,3,2,44,2108,28223,2024-08-21,Home,7,47,0.88,18,10,1
CUST1368,44,Male,Romeroville,High,100,1.33,5,2,6,0,21,4764,5045,2024-09-02,Fashion,8,64,0.97,49,1,1
CUST1369,63,Female,Wrightville,Medium,23,7.23,5,2,3,2,23,889,31394,2025-04-14,Grocery,9,87,0.73,29,13,1
CUST1370,24,Female,Oliviaview,Low,111,0.83,1,0,7,2,38,4265,42380,2024-04-09,Grocery,3,35,0.01,32,20,1
CUST1371,48,Male,West Tara,High,46,1.78,4,0,10,3,49,3920,44710,2023-09-21,Grocery,3,48,0.45,30,16,1
CUST1372,46,Female,West Patrickfort,Medium,51,3.62,1,1,10,3,45,1872,37969,2025-03-05,Services,11,89,0.16,38,17,1
CUST1373,62,Male,South Amyfurt,Medium,69,3.28,3,1,7,2,20,1305,24653,2024-08-11,Grocery,14,79,0.95,19,9,0
CUST1374,48,Female,New Scotttown,Medium,71,4.11,3,0,3,5,39,1768,7234,2025-04-23,Fashion,15,41,0.42,40,20,0
CUST1375,62,Female,Huntton,Low,115,1.34,2,0,1,3,12,870,15848,2025-03-08,Services,19,67,0.26,26,15,0
CUST1376,36,Female,East Faith,Low,48,5.46,2,0,6,1,49,4078,5108,2025-09-06,Home,14,37,0.72,12,20,1
CUST1377,51,Other,Thomasstad,Medium,74,4.71,3,4,4,2,5,3599,46368,2024-05-29,Services,18,79,0.73,35,6,0
CUST1378,30,Male,New Jose,Low,18,2.72,6,0,1,1,18,504,49869,2024-10-23,Fashion,0,35,0.54,15,6,0
CUST1379,31,Female,Roytown,High,99,2.31,3,0,8,1,4,2576,26164,2025-06-28,Fashion,6,95,0.75,7,22,0
CUST1380,55,Female,Ginashire,Low,115,6.16,1,1,4,3,48,3283,23189,2024-01-11,Grocery,11,90,0.29,33,10,1
CUST1381,52,Male,Cartermouth,Low,51,6.36,4,1,4,3,3,1362,26272,2024-06-15,Services,12,85,0.18,36,6,0
CUST1382,41,Female,Lake Stevenmouth,Low,85,4.59,2,0,5,4,2,259,21342,2024-09-02,Home,6,50,0.32,12,16,0
CUST1383,33,Female,Gomezstad,Low,82,6.02,4,1,5,2,2,252,20736,2024-09-08,Electronics,1,5,0.75,27,4,1
CUST1384,44,Female,Joshuamouth,High,53,3.21,1,4,2,2,37,761,28417,2024-11-21,Home,11,90,0.76,32,3,0
CUST1385,52,Male,North Rebeccamouth,High,17,4.03,6,3,5,1,9,4083,6588,2024-12-02,Services,16,74,0.17,28,21,0
CUST1386,69,Female,North Cassandra,Medium,57,8.1,2,0,8,2,10,2540,13711,2024-08-20,Electronics,1,62,0.2,7,29,0
CUST1387,49,Female,South Paigeport,Medium,20,6.78,6,0,3,2,21,3034,11302,2024-08-01,Electronics,1,96,0.63,18,24,0
CUST1388,40,Female,North Jenniferville,Low,70,4.97,2,0,5,2,41,4420,742,2024-05-10,Electronics,18,38,0.95,17,1,0
CUST1389,48,Other,New Brianhaven,Medium,44,5.75,6,0,1,2,16,4342,43150,2024-09-20,Services,7,74,0.2,35,8,1
CUST1390,30,Female,Butlerton,Medium,36,5.52,1,0,7,0,24,245,11597,2024-03-05,Services,9,72,0.04,47,25,0
CUST1391,65,Female,South Jennifer,Medium,42,3.58,1,0,7,1,46,1662,4832,2025-06-18,Services,10,12,0.69,47,4,0
CUST1392,49,Female,Alanchester,High,42,6.46,0,0,4,2,47,1458,30910,2024-03-22,Grocery,12,40,0.39,33,7,0
CUST1393,61,Female,New Robertoberg,Low,25,7.87,3,2,4,3,44,1218,25057,2025-03-02,Fashion,19,4,0.28,12,19,0
CUST1394,33,Female,Lopezland,Low,69,7.89,1,2,1,2,13,4042,49729,2024-08-15,Home,6,51,0.41,29,24,1
CUST1395,52,Male,Amymouth,Medium,46,5.49,1,0,2,1,20,709,28190,2023-12-23,Home,4,82,0.18,30,15,0
CUST1396,50,Female,Jonesport,Low,79,1.69,4,1,8,4,30,3450,28049,2025-03-31,Electronics,6,87,0.08,0,13,1
CUST1397,63,Male,Wallacechester,Medium,67,5.96,4,0,9,1,23,1303,47254,2025-01-30,Grocery,18,63,0.71,4,9,1
CUST1398,24,Female,Williamberg,Low,1,5.62,3,1,7,1,7,1328,27065,2024-11-11,Home,7,29,0.55,37,7,0
CUST1399,21,Male,Richardport,High,110,5.06,2,0,10,2,8,4281,8894,2023-11-21,Fashion,15,9,0.8,41,13,1
CUST1400,26,Male,New Wandaborough,High,24,2.73,2,1,3,2,33,4456,33126,2024-05-01,Services,16,82,0.16,5,12,1
CUST1401,41,Male,South Benjamin,Medium,43,4.88,3,1,1,4,29,4862,7265,2023-09-14,Electronics,6,81,0.74,18,13,1
CUST1402,30,Male,Lindaside,High,93,3.55,1,1,3,2,29,3384,34601,2023-09-14,Grocery,17,66,0.86,0,8,1
CUST1403,58,Female,Myersmouth,Medium,49,5.39,1,0,1,3,43,3754,10745,2025-05-07,Fashion,18,32,0.65,46,5,1
